,date,shop,brand,container,quantity,capacity,sales
5924,2017-06-30,shop_3,lemon-boost,can,31379,330ml,17811.14
5940,2017-07-31,shop_1,kinder-cola,glass,20643,500ml,27992.64
5941,2017-07-31,shop_1,kinder-cola,plastic,15790,1.5lt,51615.96
5942,2017-07-31,shop_1,kinder-cola,can,18236,330ml,18631.58
5943,2017-07-31,shop_1,adult-cola,glass,31933,500ml,33331.62
5944,2017-07-31,shop_1,adult-cola,plastic,37424,1.5lt,44244.51
5945,2017-07-31,shop_1,adult-cola,can,68189,330ml,27930.05
5946,2017-07-31,shop_1,orange-power,glass,41062,500ml,38528.37
5947,2017-07-31,shop_1,orange-power,plastic,17998,1.5lt,43571.21
5948,2017-07-31,shop_1,orange-power,can,54928,330ml,29098.49
5949,2017-07-31,shop_1,gazoza,glass,45658,500ml,33824.07
5950,2017-07-31,shop_1,gazoza,plastic,19786,1.5lt,32060.83
5951,2017-07-31,shop_1,gazoza,can,55112,330ml,20160.49
5952,2017-07-31,shop_1,lemon-boost,glass,30183,500ml,33145.32
5953,2017-07-31,shop_1,lemon-boost,plastic,19503,1.5lt,47628.32
5954,2017-07-31,shop_1,lemon-boost,can,31232,330ml,20192.33
5955,2017-07-31,shop_2,kinder-cola,glass,27609,500ml,36065.84
5956,2017-07-31,shop_2,kinder-cola,plastic,17945,1.5lt,62888.08
5957,2017-07-31,shop_2,kinder-cola,can,42805,330ml,21041.0
5958,2017-07-31,shop_2,adult-cola,glass,51608,500ml,48362.44
5959,2017-07-31,shop_2,adult-cola,plastic,40499,1.5lt,52927.13
5960,2017-07-31,shop_2,adult-cola,can,53566,330ml,34374.08
5961,2017-07-31,shop_2,orange-power,glass,81051,500ml,61388.3
5962,2017-07-31,shop_2,orange-power,plastic,45371,1.5lt,65403.03
5963,2017-07-31,shop_2,orange-power,can,44106,330ml,26915.24
5964,2017-07-31,shop_2,gazoza,glass,52517,500ml,39128.36
5965,2017-07-31,shop_2,gazoza,plastic,40219,1.5lt,54087.09
5966,2017-07-31,shop_2,gazoza,can,58192,330ml,25691.43
5967,2017-07-31,shop_2,lemon-boost,glass,37387,500ml,39881.26
5968,2017-07-31,shop_2,lemon-boost,plastic,32290,1.5lt,54078.48
5969,2017-07-31,shop_2,lemon-boost,can,35034,330ml,23485.33
5970,2017-07-31,shop_6,kinder-cola,glass,41822,500ml,49634.75
5971,2017-07-31,shop_6,kinder-cola,plastic,23835,1.5lt,81212.91
5972,2017-07-31,shop_6,kinder-cola,can,42216,330ml,32827.81
5973,2017-07-31,shop_6,adult-cola,glass,54942,500ml,66548.25
5974,2017-07-31,shop_6,adult-cola,plastic,51558,1.5lt,103261.65
5975,2017-07-31,shop_6,adult-cola,can,74844,330ml,47576.52
5976,2017-07-31,shop_6,orange-power,glass,50766,500ml,54268.14
5977,2017-07-31,shop_6,orange-power,plastic,57048,1.5lt,110287.54
5978,2017-07-31,shop_6,orange-power,can,90751,330ml,45176.91
5979,2017-07-31,shop_6,gazoza,glass,91946,500ml,62120.8
5980,2017-07-31,shop_6,gazoza,plastic,52981,1.5lt,72466.26
5981,2017-07-31,shop_6,gazoza,can,116770,330ml,35117.85
5982,2017-07-31,shop_6,lemon-boost,glass,54493,500ml,50803.39
5983,2017-07-31,shop_6,lemon-boost,plastic,40141,1.5lt,83384.65
5984,2017-07-31,shop_6,lemon-boost,can,56253,330ml,33794.35
5985,2017-07-31,shop_4,kinder-cola,glass,28306,500ml,36785.6
5986,2017-07-31,shop_4,kinder-cola,plastic,22264,1.5lt,66730.28
5987,2017-07-31,shop_4,kinder-cola,can,21504,330ml,20867.33
5988,2017-07-31,shop_4,adult-cola,glass,44287,500ml,49402.9
5989,2017-07-31,shop_4,adult-cola,plastic,36880,1.5lt,86639.85
5990,2017-07-31,shop_4,adult-cola,can,53843,330ml,36194.06
5991,2017-07-31,shop_4,orange-power,glass,55400,500ml,48634.68
5992,2017-07-31,shop_4,orange-power,plastic,27656,1.5lt,67556.45
5993,2017-07-31,shop_4,orange-power,can,71793,330ml,36298.71
5994,2017-07-31,shop_4,gazoza,glass,74875,500ml,48664.15
5995,2017-07-31,shop_4,gazoza,plastic,61710,1.5lt,69721.48
5996,2017-07-31,shop_4,gazoza,can,94255,330ml,30383.71
5997,2017-07-31,shop_4,lemon-boost,glass,32341,500ml,36512.73
5998,2017-07-31,shop_4,lemon-boost,plastic,30698,1.5lt,67630.28
5999,2017-07-31,shop_4,lemon-boost,can,55462,330ml,28247.95
6000,2017-07-31,shop_3,kinder-cola,glass,22051,500ml,22684.57
6001,2017-07-31,shop_3,kinder-cola,plastic,15692,1.5lt,33556.38
6002,2017-07-31,shop_3,kinder-cola,can,23998,330ml,17713.26
6003,2017-07-31,shop_3,adult-cola,glass,34350,500ml,32386.74
6004,2017-07-31,shop_3,adult-cola,plastic,10742,1.5lt,37151.54
6005,2017-07-31,shop_3,adult-cola,can,44522,330ml,25912.78
6006,2017-07-31,shop_3,orange-power,glass,64035,500ml,42000.27
6007,2017-07-31,shop_3,orange-power,plastic,35283,1.5lt,64467.05
6008,2017-07-31,shop_3,orange-power,can,32606,330ml,21325.89
6009,2017-07-31,shop_3,gazoza,glass,47135,500ml,31984.83
6010,2017-07-31,shop_3,gazoza,plastic,24671,1.5lt,32813.18
6011,2017-07-31,shop_3,gazoza,can,55918,330ml,19204.48
6012,2017-07-31,shop_3,lemon-boost,glass,36944,500ml,25992.22
6013,2017-07-31,shop_3,lemon-boost,plastic,15787,1.5lt,34070.5
6014,2017-07-31,shop_3,lemon-boost,can,38338,330ml,19830.4
6030,2017-08-31,shop_1,kinder-cola,glass,15175,500ml,22437.16
6031,2017-08-31,shop_1,kinder-cola,plastic,9788,1.5lt,41939.22
6032,2017-08-31,shop_1,kinder-cola,can,17218,330ml,16075.47
6033,2017-08-31,shop_1,adult-cola,glass,21913,500ml,29918.08
6034,2017-08-31,shop_1,adult-cola,plastic,26086,1.5lt,68090.77
6035,2017-08-31,shop_1,adult-cola,can,19795,330ml,18223.76
6036,2017-08-31,shop_1,orange-power,glass,24088,500ml,26612.38
6037,2017-08-31,shop_1,orange-power,plastic,28081,1.5lt,51265.74
6038,2017-08-31,shop_1,orange-power,can,41106,330ml,23230.32
6039,2017-08-31,shop_1,gazoza,glass,39127,500ml,27358.55
6040,2017-08-31,shop_1,gazoza,plastic,36220,1.5lt,42869.45
6041,2017-08-31,shop_1,gazoza,can,54978,330ml,17068.45
6042,2017-08-31,shop_1,lemon-boost,glass,32476,500ml,29875.01
6043,2017-08-31,shop_1,lemon-boost,plastic,23845,1.5lt,45002.92
6044,2017-08-31,shop_1,lemon-boost,can,35217,330ml,19592.49
6045,2017-08-31,shop_2,kinder-cola,glass,20504,500ml,26218.45
6046,2017-08-31,shop_2,kinder-cola,plastic,18161,1.5lt,51379.01
6047,2017-08-31,shop_2,kinder-cola,can,30283,330ml,19289.63
6048,2017-08-31,shop_2,adult-cola,glass,47088,500ml,46487.41
6049,2017-08-31,shop_2,adult-cola,plastic,31011,1.5lt,75367.65
6050,2017-08-31,shop_2,adult-cola,can,43683,330ml,25712.97
6051,2017-08-31,shop_2,orange-power,glass,50996,500ml,41926.64
6052,2017-08-31,shop_2,orange-power,plastic,34258,1.5lt,65117.58
6053,2017-08-31,shop_2,orange-power,can,72353,330ml,27180.51
6054,2017-08-31,shop_2,gazoza,glass,51019,500ml,35506.59
6055,2017-08-31,shop_2,gazoza,plastic,28316,1.5lt,38991.22
6056,2017-08-31,shop_2,gazoza,can,64079,330ml,21831.65
6057,2017-08-31,shop_2,lemon-boost,glass,26844,500ml,29472.69
6058,2017-08-31,shop_2,lemon-boost,plastic,23189,1.5lt,48693.99
6059,2017-08-31,shop_2,lemon-boost,can,38350,330ml,22174.47
6060,2017-08-31,shop_6,kinder-cola,glass,33411,500ml,40874.12
6061,2017-08-31,shop_6,kinder-cola,plastic,15652,1.5lt,60962.3
6062,2017-08-31,shop_6,kinder-cola,can,48111,330ml,30392.43
6063,2017-08-31,shop_6,adult-cola,glass,66413,500ml,65309.21
6064,2017-08-31,shop_6,adult-cola,plastic,43470,1.5lt,98277.03
6065,2017-08-31,shop_6,adult-cola,can,64283,330ml,40700.29
6066,2017-08-31,shop_6,orange-power,glass,73091,500ml,49282.16
6067,2017-08-31,shop_6,orange-power,plastic,51612,1.5lt,66165.2
6068,2017-08-31,shop_6,orange-power,can,62411,330ml,33844.51
6069,2017-08-31,shop_6,gazoza,glass,88528,500ml,58221.24
6070,2017-08-31,shop_6,gazoza,plastic,50758,1.5lt,62341.88
6071,2017-08-31,shop_6,gazoza,can,113486,330ml,34625.9
6072,2017-08-31,shop_6,lemon-boost,glass,53023,500ml,50260.79
6073,2017-08-31,shop_6,lemon-boost,plastic,31961,1.5lt,71569.72
6074,2017-08-31,shop_6,lemon-boost,can,64744,330ml,34300.03
6075,2017-08-31,shop_4,kinder-cola,glass,18782,500ml,27689.82
6076,2017-08-31,shop_4,kinder-cola,plastic,19696,1.5lt,54282.13
6077,2017-08-31,shop_4,kinder-cola,can,24831,330ml,20587.47
6078,2017-08-31,shop_4,adult-cola,glass,41183,500ml,50192.83
6079,2017-08-31,shop_4,adult-cola,plastic,39458,1.5lt,64375.77
6080,2017-08-31,shop_4,adult-cola,can,46179,330ml,30916.89
6081,2017-08-31,shop_4,orange-power,glass,46357,500ml,42765.04
6082,2017-08-31,shop_4,orange-power,plastic,46604,1.5lt,72514.25
6083,2017-08-31,shop_4,orange-power,can,68018,330ml,29323.93
6084,2017-08-31,shop_4,gazoza,glass,60026,500ml,42502.04
6085,2017-08-31,shop_4,gazoza,plastic,35339,1.5lt,48714.81
6086,2017-08-31,shop_4,gazoza,can,50465,330ml,21878.22
6087,2017-08-31,shop_4,lemon-boost,glass,38390,500ml,37197.31
6088,2017-08-31,shop_4,lemon-boost,plastic,27754,1.5lt,62208.69
6089,2017-08-31,shop_4,lemon-boost,can,33111,330ml,19320.89
6090,2017-08-31,shop_3,kinder-cola,glass,13816,500ml,19552.26
6091,2017-08-31,shop_3,kinder-cola,plastic,11850,1.5lt,34392.94
6092,2017-08-31,shop_3,kinder-cola,can,16189,330ml,14308.21
6093,2017-08-31,shop_3,adult-cola,glass,17696,500ml,23328.42
6094,2017-08-31,shop_3,adult-cola,plastic,15969,1.5lt,45569.13
6095,2017-08-31,shop_3,adult-cola,can,34742,330ml,19403.24
6096,2017-08-31,shop_3,orange-power,glass,15887,500ml,17806.85
6097,2017-08-31,shop_3,orange-power,plastic,19407,1.5lt,36587.9
6098,2017-08-31,shop_3,orange-power,can,35671,330ml,16917.54
6099,2017-08-31,shop_3,gazoza,glass,47438,500ml,26747.44
6100,2017-08-31,shop_3,gazoza,plastic,13485,1.5lt,21276.77
6101,2017-08-31,shop_3,gazoza,can,49407,330ml,17102.41
6102,2017-08-31,shop_3,lemon-boost,glass,24068,500ml,23352.72
6103,2017-08-31,shop_3,lemon-boost,plastic,16721,1.5lt,34297.91
6104,2017-08-31,shop_3,lemon-boost,can,18021,330ml,11921.74
6120,2017-09-30,shop_1,kinder-cola,glass,7171,500ml,12607.72
6121,2017-09-30,shop_1,kinder-cola,plastic,11777,1.5lt,38990.72
6122,2017-09-30,shop_1,kinder-cola,can,20178,330ml,13681.2
6123,2017-09-30,shop_1,adult-cola,glass,23405,500ml,27719.36
6124,2017-09-30,shop_1,adult-cola,plastic,17491,1.5lt,43166.66
6125,2017-09-30,shop_1,adult-cola,can,26451,330ml,20322.22
6126,2017-09-30,shop_1,orange-power,glass,43318,500ml,39827.64
6127,2017-09-30,shop_1,orange-power,plastic,27436,1.5lt,46979.09
6128,2017-09-30,shop_1,orange-power,can,46982,330ml,21624.48
6129,2017-09-30,shop_1,gazoza,glass,42900,500ml,26625.79
6130,2017-09-30,shop_1,gazoza,plastic,21654,1.5lt,31911.26
6131,2017-09-30,shop_1,gazoza,can,39349,330ml,15083.84
6132,2017-09-30,shop_1,lemon-boost,glass,20868,500ml,21608.33
6133,2017-09-30,shop_1,lemon-boost,plastic,19888,1.5lt,35912.04
6134,2017-09-30,shop_1,lemon-boost,can,10244,330ml,8686.05
6135,2017-09-30,shop_2,kinder-cola,glass,9441,500ml,16484.81
6136,2017-09-30,shop_2,kinder-cola,plastic,14901,1.5lt,42384.49
6137,2017-09-30,shop_2,kinder-cola,can,23196,330ml,15376.17
6138,2017-09-30,shop_2,adult-cola,glass,36267,500ml,35507.47
6139,2017-09-30,shop_2,adult-cola,plastic,21444,1.5lt,52278.29
6140,2017-09-30,shop_2,adult-cola,can,32477,330ml,22001.13
6141,2017-09-30,shop_2,orange-power,glass,21690,500ml,24978.1
6142,2017-09-30,shop_2,orange-power,plastic,24822,1.5lt,45055.51
6143,2017-09-30,shop_2,orange-power,can,70754,330ml,23978.15
6144,2017-09-30,shop_2,gazoza,glass,46996,500ml,32279.8
6145,2017-09-30,shop_2,gazoza,plastic,34565,1.5lt,41568.47
6146,2017-09-30,shop_2,gazoza,can,37863,330ml,15896.03
6147,2017-09-30,shop_2,lemon-boost,glass,36296,500ml,26920.3
6148,2017-09-30,shop_2,lemon-boost,plastic,25166,1.5lt,45814.42
6149,2017-09-30,shop_2,lemon-boost,can,26896,330ml,15196.09
6150,2017-09-30,shop_6,kinder-cola,glass,25164,500ml,34859.27
6151,2017-09-30,shop_6,kinder-cola,plastic,19589,1.5lt,60403.59
6152,2017-09-30,shop_6,kinder-cola,can,44023,330ml,28889.8
6153,2017-09-30,shop_6,adult-cola,glass,39722,500ml,48489.61
6154,2017-09-30,shop_6,adult-cola,plastic,28915,1.5lt,80639.51
6155,2017-09-30,shop_6,adult-cola,can,68442,330ml,34274.75
6156,2017-09-30,shop_6,orange-power,glass,58191,500ml,53751.54
6157,2017-09-30,shop_6,orange-power,plastic,45100,1.5lt,57705.79
6158,2017-09-30,shop_6,orange-power,can,36552,330ml,24241.45
6159,2017-09-30,shop_6,gazoza,glass,76651,500ml,50079.84
6160,2017-09-30,shop_6,gazoza,plastic,47873,1.5lt,57333.78
6161,2017-09-30,shop_6,gazoza,can,87738,330ml,29905.14
6162,2017-09-30,shop_6,lemon-boost,glass,37588,500ml,37064.66
6163,2017-09-30,shop_6,lemon-boost,plastic,33307,1.5lt,64736.14
6164,2017-09-30,shop_6,lemon-boost,can,54155,330ml,21938.94
6165,2017-09-30,shop_4,kinder-cola,glass,26620,500ml,26681.73
6166,2017-09-30,shop_4,kinder-cola,plastic,24654,1.5lt,37477.91
6167,2017-09-30,shop_4,kinder-cola,can,20712,330ml,16674.3
6168,2017-09-30,shop_4,adult-cola,glass,34046,500ml,39133.35
6169,2017-09-30,shop_4,adult-cola,plastic,23577,1.5lt,55393.67
6170,2017-09-30,shop_4,adult-cola,can,40524,330ml,26004.74
6171,2017-09-30,shop_4,orange-power,glass,33889,500ml,36119.45
6172,2017-09-30,shop_4,orange-power,plastic,27898,1.5lt,54327.35
6173,2017-09-30,shop_4,orange-power,can,42236,330ml,24222.81
6174,2017-09-30,shop_4,gazoza,glass,66638,500ml,38382.66
6175,2017-09-30,shop_4,gazoza,plastic,34794,1.5lt,42127.64
6176,2017-09-30,shop_4,gazoza,can,69082,330ml,20912.84
6177,2017-09-30,shop_4,lemon-boost,glass,17269,500ml,21760.36
6178,2017-09-30,shop_4,lemon-boost,plastic,18976,1.5lt,45714.68
6179,2017-09-30,shop_4,lemon-boost,can,36002,330ml,16546.46
6180,2017-09-30,shop_3,kinder-cola,glass,14093,500ml,16533.53
6181,2017-09-30,shop_3,kinder-cola,plastic,7596,1.5lt,24494.22
6182,2017-09-30,shop_3,kinder-cola,can,19822,330ml,12152.94
6183,2017-09-30,shop_3,adult-cola,glass,20205,500ml,21074.92
6184,2017-09-30,shop_3,adult-cola,plastic,10325,1.5lt,32664.63
6185,2017-09-30,shop_3,adult-cola,can,38859,330ml,17209.35
6186,2017-09-30,shop_3,orange-power,glass,18752,500ml,19729.45
6187,2017-09-30,shop_3,orange-power,plastic,17099,1.5lt,33721.67
6188,2017-09-30,shop_3,orange-power,can,48353,330ml,19745.46
6189,2017-09-30,shop_3,gazoza,glass,27549,500ml,19461.95
6190,2017-09-30,shop_3,gazoza,plastic,24668,1.5lt,26708.77
6191,2017-09-30,shop_3,gazoza,can,25574,330ml,10475.63
6192,2017-09-30,shop_3,lemon-boost,glass,23256,500ml,19864.81
6193,2017-09-30,shop_3,lemon-boost,plastic,17788,1.5lt,27721.01
6194,2017-09-30,shop_3,lemon-boost,can,22074,330ml,11237.75
6210,2017-10-31,shop_1,kinder-cola,glass,19863,500ml,14403.73
6211,2017-10-31,shop_1,kinder-cola,plastic,8857,1.5lt,29690.18
6212,2017-10-31,shop_1,kinder-cola,can,18855,330ml,11921.11
6213,2017-10-31,shop_1,adult-cola,glass,27577,500ml,26260.09
6214,2017-10-31,shop_1,adult-cola,plastic,17251,1.5lt,35636.23
6215,2017-10-31,shop_1,adult-cola,can,17381,330ml,15041.6
6216,2017-10-31,shop_1,orange-power,glass,21540,500ml,21842.98
6217,2017-10-31,shop_1,orange-power,plastic,20024,1.5lt,38479.99
6218,2017-10-31,shop_1,orange-power,can,27028,330ml,13899.92
6219,2017-10-31,shop_1,gazoza,glass,42442,500ml,28838.35
6220,2017-10-31,shop_1,gazoza,plastic,20915,1.5lt,27544.2
6221,2017-10-31,shop_1,gazoza,can,47591,330ml,16544.67
6222,2017-10-31,shop_1,lemon-boost,glass,15416,500ml,15070.23
6223,2017-10-31,shop_1,lemon-boost,plastic,16766,1.5lt,26529.55
6224,2017-10-31,shop_1,lemon-boost,can,14033,330ml,10160.07
6225,2017-10-31,shop_2,kinder-cola,glass,8507,500ml,15008.02
6226,2017-10-31,shop_2,kinder-cola,plastic,10402,1.5lt,37184.27
6227,2017-10-31,shop_2,kinder-cola,can,20957,330ml,17358.0
6228,2017-10-31,shop_2,adult-cola,glass,18827,500ml,24609.86
6229,2017-10-31,shop_2,adult-cola,plastic,24566,1.5lt,55210.71
6230,2017-10-31,shop_2,adult-cola,can,38149,330ml,20489.62
6231,2017-10-31,shop_2,orange-power,glass,22871,500ml,24116.03
6232,2017-10-31,shop_2,orange-power,plastic,26192,1.5lt,41664.88
6233,2017-10-31,shop_2,orange-power,can,29834,330ml,16980.38
6234,2017-10-31,shop_2,gazoza,glass,46598,500ml,27653.24
6235,2017-10-31,shop_2,gazoza,plastic,43283,1.5lt,36069.48
6236,2017-10-31,shop_2,gazoza,can,35149,330ml,13671.84
6237,2017-10-31,shop_2,lemon-boost,glass,30222,500ml,25979.35
6238,2017-10-31,shop_2,lemon-boost,plastic,14314,1.5lt,37892.41
6239,2017-10-31,shop_2,lemon-boost,can,29669,330ml,16186.35
6240,2017-10-31,shop_6,kinder-cola,glass,20361,500ml,27309.72
6241,2017-10-31,shop_6,kinder-cola,plastic,19202,1.5lt,47802.26
6242,2017-10-31,shop_6,kinder-cola,can,31055,330ml,23686.19
6243,2017-10-31,shop_6,adult-cola,glass,30549,500ml,33851.54
6244,2017-10-31,shop_6,adult-cola,plastic,36181,1.5lt,60002.7
6245,2017-10-31,shop_6,adult-cola,can,43225,330ml,25767.72
6246,2017-10-31,shop_6,orange-power,glass,26308,500ml,28331.49
6247,2017-10-31,shop_6,orange-power,plastic,30491,1.5lt,62506.28
6248,2017-10-31,shop_6,orange-power,can,47412,330ml,26733.08
6249,2017-10-31,shop_6,gazoza,glass,38177,500ml,29227.3
6250,2017-10-31,shop_6,gazoza,plastic,33694,1.5lt,42935.91
6251,2017-10-31,shop_6,gazoza,can,56743,330ml,21914.96
6252,2017-10-31,shop_6,lemon-boost,glass,19313,500ml,23132.37
6253,2017-10-31,shop_6,lemon-boost,plastic,18523,1.5lt,39572.44
6254,2017-10-31,shop_6,lemon-boost,can,31584,330ml,18300.27
6255,2017-10-31,shop_4,kinder-cola,glass,16663,500ml,22471.14
6256,2017-10-31,shop_4,kinder-cola,plastic,14979,1.5lt,29757.34
6257,2017-10-31,shop_4,kinder-cola,can,9753,330ml,10534.67
6258,2017-10-31,shop_4,adult-cola,glass,30067,500ml,32209.34
6259,2017-10-31,shop_4,adult-cola,plastic,18917,1.5lt,53601.57
6260,2017-10-31,shop_4,adult-cola,can,34209,330ml,23982.21
6261,2017-10-31,shop_4,orange-power,glass,47205,500ml,41587.79
6262,2017-10-31,shop_4,orange-power,plastic,29237,1.5lt,49575.22
6263,2017-10-31,shop_4,orange-power,can,51462,330ml,20967.24
6264,2017-10-31,shop_4,gazoza,glass,45631,500ml,30004.56
6265,2017-10-31,shop_4,gazoza,plastic,23988,1.5lt,31509.73
6266,2017-10-31,shop_4,gazoza,can,52714,330ml,18454.92
6267,2017-10-31,shop_4,lemon-boost,glass,21955,500ml,20052.49
6268,2017-10-31,shop_4,lemon-boost,plastic,22572,1.5lt,39475.04
6269,2017-10-31,shop_4,lemon-boost,can,31234,330ml,17384.99
6270,2017-10-31,shop_3,kinder-cola,glass,7860,500ml,12147.94
6271,2017-10-31,shop_3,kinder-cola,plastic,10197,1.5lt,23657.14
6272,2017-10-31,shop_3,kinder-cola,can,12176,330ml,9069.15
6273,2017-10-31,shop_3,adult-cola,glass,9137,500ml,14136.3
6274,2017-10-31,shop_3,adult-cola,plastic,12605,1.5lt,35924.0
6275,2017-10-31,shop_3,adult-cola,can,11677,330ml,10870.91
6276,2017-10-31,shop_3,orange-power,glass,24631,500ml,20817.69
6277,2017-10-31,shop_3,orange-power,plastic,17022,1.5lt,28239.41
6278,2017-10-31,shop_3,orange-power,can,21433,330ml,11134.79
6279,2017-10-31,shop_3,gazoza,glass,20883,500ml,15036.94
6280,2017-10-31,shop_3,gazoza,plastic,14238,1.5lt,20643.74
6281,2017-10-31,shop_3,gazoza,can,19030,330ml,8233.32
6282,2017-10-31,shop_3,lemon-boost,glass,19511,500ml,16520.29
6283,2017-10-31,shop_3,lemon-boost,plastic,11057,1.5lt,27728.42
6284,2017-10-31,shop_3,lemon-boost,can,13417,330ml,8932.45
6300,2017-11-30,shop_1,kinder-cola,glass,8890,500ml,14268.05
6301,2017-11-30,shop_1,kinder-cola,plastic,7278,1.5lt,26789.27
6302,2017-11-30,shop_1,kinder-cola,can,12489,330ml,10381.31
6303,2017-11-30,shop_1,adult-cola,glass,12491,500ml,18716.83
6304,2017-11-30,shop_1,adult-cola,plastic,23821,1.5lt,35568.83
6305,2017-11-30,shop_1,adult-cola,can,33431,330ml,12681.11
6306,2017-11-30,shop_1,orange-power,glass,23046,500ml,21281.0
6307,2017-11-30,shop_1,orange-power,plastic,14528,1.5lt,31562.67
6308,2017-11-30,shop_1,orange-power,can,37256,330ml,16470.58
6309,2017-11-30,shop_1,gazoza,glass,32668,500ml,23251.55
6310,2017-11-30,shop_1,gazoza,plastic,19973,1.5lt,26253.83
6311,2017-11-30,shop_1,gazoza,can,29953,330ml,11374.21
6312,2017-11-30,shop_1,lemon-boost,glass,24018,500ml,17518.55
6313,2017-11-30,shop_1,lemon-boost,plastic,12356,1.5lt,27574.29
6314,2017-11-30,shop_1,lemon-boost,can,13615,330ml,9826.03
6315,2017-11-30,shop_2,kinder-cola,glass,22734,500ml,22936.74
6316,2017-11-30,shop_2,kinder-cola,plastic,11628,1.5lt,34870.29
6317,2017-11-30,shop_2,kinder-cola,can,14986,330ml,12435.56
6318,2017-11-30,shop_2,adult-cola,glass,27397,500ml,28989.18
6319,2017-11-30,shop_2,adult-cola,plastic,18250,1.5lt,42645.83
6320,2017-11-30,shop_2,adult-cola,can,26541,330ml,18274.45
6321,2017-11-30,shop_2,orange-power,glass,24415,500ml,26527.48
6322,2017-11-30,shop_2,orange-power,plastic,15680,1.5lt,36809.02
6323,2017-11-30,shop_2,orange-power,can,36234,330ml,17266.43
6324,2017-11-30,shop_2,gazoza,glass,34920,500ml,26214.09
6325,2017-11-30,shop_2,gazoza,plastic,17402,1.5lt,24399.04
6326,2017-11-30,shop_2,gazoza,can,43833,330ml,16133.67
6327,2017-11-30,shop_2,lemon-boost,glass,20594,500ml,19641.19
6328,2017-11-30,shop_2,lemon-boost,plastic,16198,1.5lt,34237.66
6329,2017-11-30,shop_2,lemon-boost,can,22075,330ml,14022.38
6330,2017-11-30,shop_6,kinder-cola,glass,16783,500ml,22860.77
6331,2017-11-30,shop_6,kinder-cola,plastic,13315,1.5lt,40173.1
6332,2017-11-30,shop_6,kinder-cola,can,25286,330ml,18034.38
6333,2017-11-30,shop_6,adult-cola,glass,33731,500ml,35415.72
6334,2017-11-30,shop_6,adult-cola,plastic,30925,1.5lt,64379.03
6335,2017-11-30,shop_6,adult-cola,can,25715,330ml,20983.2
6336,2017-11-30,shop_6,orange-power,glass,39964,500ml,33522.28
6337,2017-11-30,shop_6,orange-power,plastic,28253,1.5lt,56713.28
6338,2017-11-30,shop_6,orange-power,can,44054,330ml,24635.72
6339,2017-11-30,shop_6,gazoza,glass,40164,500ml,29745.32
6340,2017-11-30,shop_6,gazoza,plastic,29536,1.5lt,40250.15
6341,2017-11-30,shop_6,gazoza,can,62431,330ml,22760.14
6342,2017-11-30,shop_6,lemon-boost,glass,20779,500ml,24365.37
6343,2017-11-30,shop_6,lemon-boost,plastic,23745,1.5lt,44542.33
6344,2017-11-30,shop_6,lemon-boost,can,30549,330ml,17425.35
6345,2017-11-30,shop_4,kinder-cola,glass,23907,500ml,15967.3
6346,2017-11-30,shop_4,kinder-cola,plastic,15275,1.5lt,33303.47
6347,2017-11-30,shop_4,kinder-cola,can,21339,330ml,15556.67
6348,2017-11-30,shop_4,adult-cola,glass,24323,500ml,30173.23
6349,2017-11-30,shop_4,adult-cola,plastic,12212,1.5lt,37287.86
6350,2017-11-30,shop_4,adult-cola,can,35577,330ml,19085.93
6351,2017-11-30,shop_4,orange-power,glass,35606,500ml,29933.37
6352,2017-11-30,shop_4,orange-power,plastic,11909,1.5lt,30030.87
6353,2017-11-30,shop_4,orange-power,can,30372,330ml,17509.8
6354,2017-11-30,shop_4,gazoza,glass,35457,500ml,25913.79
6355,2017-11-30,shop_4,gazoza,plastic,21187,1.5lt,28984.94
6356,2017-11-30,shop_4,gazoza,can,26113,330ml,11775.71
6357,2017-11-30,shop_4,lemon-boost,glass,33570,500ml,25333.62
6358,2017-11-30,shop_4,lemon-boost,plastic,13140,1.5lt,31517.67
6359,2017-11-30,shop_4,lemon-boost,can,18741,330ml,12778.25
6360,2017-11-30,shop_3,kinder-cola,glass,7961,500ml,11711.36
6361,2017-11-30,shop_3,kinder-cola,plastic,9576,1.5lt,20170.19
6362,2017-11-30,shop_3,kinder-cola,can,18716,330ml,6549.63
6363,2017-11-30,shop_3,adult-cola,glass,23071,500ml,18702.33
6364,2017-11-30,shop_3,adult-cola,plastic,11641,1.5lt,32825.8
6365,2017-11-30,shop_3,adult-cola,can,24165,330ml,14515.69
6366,2017-11-30,shop_3,orange-power,glass,10276,500ml,11918.44
6367,2017-11-30,shop_3,orange-power,plastic,12256,1.5lt,26156.42
6368,2017-11-30,shop_3,orange-power,can,16547,330ml,10331.83
6369,2017-11-30,shop_3,gazoza,glass,31487,500ml,20537.55
6370,2017-11-30,shop_3,gazoza,plastic,15525,1.5lt,21700.33
6371,2017-11-30,shop_3,gazoza,can,35050,330ml,11678.41
6372,2017-11-30,shop_3,lemon-boost,glass,11251,500ml,11635.73
6373,2017-11-30,shop_3,lemon-boost,plastic,7844,1.5lt,17452.93
6374,2017-11-30,shop_3,lemon-boost,can,15539,330ml,9743.03
6390,2017-12-31,shop_1,kinder-cola,glass,14506,500ml,20065.55
6391,2017-12-31,shop_1,kinder-cola,plastic,7092,1.5lt,30068.58
6392,2017-12-31,shop_1,kinder-cola,can,24049,330ml,13557.22
6393,2017-12-31,shop_1,adult-cola,glass,22083,500ml,25330.09
6394,2017-12-31,shop_1,adult-cola,plastic,12397,1.5lt,39675.81
